15345;Симферополь
15256;Севастополь
38609;Абрикосовка, Кировский р-н
46748;Абрикосовка, Сакский р-н
38211;Абрикосово
34439;Аграрное, гор. округ Симферополь
39365;Азов, Красногвардейский р-н
4635;Азовское, Джанкойский р-н
39214;Айвазовское, Кировский р-н
39441;Айвовое, Бахчисарайский р-н
39486;Айкаван, Симферопольский р-н
33860;Акимовка
39487;Акрополис, Симферопольский р-н
39281;Александровка, Белогорский р-н
38079;Александровка, Красногвардейский р-н
36042;Александровка, Симферопольский р-н
39282;Алексеевка, Белогорский р-н
38212;Алексеевка, Первомайский р-н
15501;Алупка, Ялтинский р-н
15502;Алушта
44738;Амурское
39488;Ана-Юрт, Симферопольский р-н
16524;Андреевка, Севастопольский р-н
39489;Андрусово, Симферопольский р-н
39283;Анновка, Белогорский р-н
38335;Арбузово, Первомайский р-н
15503;Армянск
39442;Аромат, Бахчисарайский р-н
39443;Ароматное, Бахчисарайский р-н
38799;Ароматное, Белогорский р-н
37523;Артемовка
34442;Аэрофлотский, гор. округ Симферополь
38610;Бабенково
16531;Багерово
16518;Балаклава, Севастопольский р-н
39285;Баланово, Белогорский р-н
61754;Балки, Белогорский р-н
39286;Барабаново, Белогорский р-н
38041;Батальное
5214;Бахчисарай
43637;Баштановка, Бахчисарайский р-н
38800;Белая скала
58142;Белинское, Ленинский р-н
23856;Белоглинка
15504;Белогорск (Крым)
36038;Белокаменное
53881;Бельбек
16079;Береговое
38851;Береговое, Бахчисарайский р-н
38841;Береговое, гор. округ Ялта
38204;Березовка
34440;Битумный, гор. округ Симферополь
52419;Ближнегородское
38839;Ближнее, гор. округ Феодосия
38815;Ближнее, Красногвардейский р-н
15798;Богатовка, ГО Судак
35714;Богатое
39444;Богатое Ущелье, Бахчисарайский р-н
39445;Богатырь, Бахчисарайский р-н
39490;Богдановка, Симферопольский р-н
43638;Большое Садовое, Бахчисарайский р-н
38295;Бондаренково
39422;Бондаренково, гор. округ Алушта
48399;Бондаренково, Ленинский р-н
38205;Ботаническое
38350;Братское, Красноперекопский р-н
38336;Братское, Первомайский р-н
43639;Брянское, Бахчисарайский р-н
36310;Буревестник, Нижнегорский р-н
48302;Валентиново
34495;Васильевка, Белогорский р-н
39215;Васильковое, Кировский р-н
38061;Вересаево
38054;Вересаево, Сакский р-н
50653;Верхнекурганное
37270;Верхнесадовое
39287;Верхние Орешники, Белогорский р-н
16468;Верхняя Кутузовка
36516;Верхоречье
38055;Веселовка
15791;Веселое, ГО Судак
39491;Весёлое, Симферопольский р-н
39216;Видное, Кировский р-н
39367;Видное, Красногвардейский р-н
39446;Викторовка, Бахчисарайский р-н
15505;Вилино
38858;Винницкое
39407;Виноградное, гор. округ Феодосия
38043;Виноградное, Ленинский р-н
38294;Виноградный
39423;Виноградный, гор. округ Алушта
38056;Виноградово
15748;Витино, Сакский городской округ
38801;Вишенное
38351;Вишневка
16523;Вишневое, Севастопольский р-н
39289;Вишнёвое, Белогорский р-н
39369;Вишняковка, Красногвардейский р-н
39291;Владимировка, Белогорский р-н
50963;Владимировка, Черноморский р-н
39371;Владимирово, Красногвардейский р-н
33799;Владиславовка, Кировский р-н
38785;Владиславовка, Нижнегорский р-н
52619;Внуково, Черноморский р-н
38200;Водопойное, Черноморский р-н
33941;Воинка
16532;Войково, Ленинский р-н
38214;Войково, Первомайский р-н
39419;Волошино, гор. округ Армянск
38370;Вольное, Джанкойский р-н
38058;Воробьёво
39411;Ворон гор. округ Судак
38617;Восточное
39412;Восход, гор. округ Ялта
38816;Восход, Красногвардейский р-н
39413;Высокогорное , гор. округ Ялта
39447;Высокое, Бахчисарайский р-н
15609;Гаспра, Ялтинский р-н
31802;Гвардейское
38216;Гвардейское, Первомайский р-н
16471;Генеральское
39226;Георгиевка, Советский р-н
38060;Геройское
38044;Глазовка
39448;Глубокий Яр, Бахчисарайский р-н
38798;Головановка
39449;Голубинка, Бахчисарайский р-н
16528;Гончарное, Севастопольский р-н
39450;Горка, Бахчисарайский р-н
39293;Горлинка, Белогорский р-н
39414;Горное, гор. округ Ялта
38045;Горностаевка
39373;Григорьевка, Красногвардейский р-н
38217;Гришино
39421;Громовка, гор. округ Судак
38201;Громово, Черноморский р-н
15796;Грушевка, ГО Судак
34438;Грушевое, Симферопольский р-н
34441;Грэсовский, гор. округ Симферополь
15608;Гурзуф, Ялтинский р-н
38198;Далекое
16519;Дальнее, Севастопольский р-н
35591;Дачное, Бахчисарайский р-н
15793;Дачное, ГО Судак
39227;Демьяновка, Советский р-н
35286;Денисовка
6874;Джанкой
39295;Дивное, Белогорский р-н
39492;Дивное, Симферопольский р-н
38619;Дмитровка, Советский р-н
38372;Днепровка
37504;Добровский
35928;Доброе, Симферопольский р-н
39217;Добролюбовка, Кировский р-н
38063;Добрушино
39297;Дозорное, Белогорский р-н
38852;Долинное, Бахчисарайский р-н
39218;Долинное, Кировский р-н
39298;Долиновка, Белогорский р-н
35678;Донское
39451;Дорожное, Бахчисарайский р-н
39374;Доходное, Красногвардейский р-н
38786;Дрофино
39493;Дружное, Симферопольский р-н
34433;Дубки, Симферопольский р-н
43640;Дубровка, Бахчисарайский р-н
48279;Дубровское
39228;Дятловка, Советский р-н
7081;Евпатория
39299;Еленовка, Белогорский р-н
38064;Елизаветово
37390;Емельяновка
38374;Ермаково
38853;Железнодорожное
33826;Желябовка
38787;Жемчужина
38612;Жемчужина Крыма
39494;Живописное, Симферопольский р-н
36183;Журавки, Кировский р-н
38860;Журавлевка, Симферопольский р-н
50962;Журавлёвка, Черноморский р-н
38375;Завет-Ленинский
39452;Заветное, Бахчисарайский р-н
38046;Заветное, Ленинский р-н
36311;Заветное, Советский р-н
47774;Зайцево
36061;Залесное, Бахчисарайский р-н
34434;Залесье, Симферопольский р-н
39248;Заливное, Нижнегорский р-н
15747;Заозёрное, гор.окр. Евпатория
16479;Запрудное
38367;Заречное, Джанкойский р-н
39376;Заречное, Красногвардейский р-н
50895;Заречное, Симферопольский р-н
39378;Заря, Красногвардейский р-н
39380;Звёздное, Красногвардейский р-н
38353;Зеленая Нива
38805;Зеленогорское
16475;Зеленогорье
38789;Зеленое, Нижнегорский р-н
39453;Зелёное, Бахчисарайский р-н
24443;Земляничное
38376;Зерновое, Джанкойский р-н
38821;Зерновое, Красногвардейский р-н
38065;Зерновое, Сакский р-н
38206;Зимино
46414;Знаменское
38613;Золотое Поле
39383;Золотое, Красногвардейский р-н
38790;Зоркино
52618;Зоряное, Черноморский р-н
39454;Зубакино, Бахчисарайский р-н
32162;Зуя
38806;Зыбины
38292;Ивановка, Ленинский р-н
38791;Ивановка, Нижнегорский р-н
33866;Ивановка, Сакский р-н
39385;Известковое, Красногвардейский р-н
16466;Изобильное
39219;Изобильное, Кировский р-н
38792;Изобильное, Нижнегорский р-н
24560;Изумрудное
38614;Изюмовка
38352;Ильинка, Красноперекопский р-н
38620;Ильичёво, Советский р-н
16517;Инкерман, Севастопольский р-н
38355;Источное, Красноперекопский р-н
38356;Ишунь
39455;Казанки, Бахчисарайский р-н
38817;Калинино, Красногвардейский р-н
36309;Калинино, Первомайский р-н
50019;Калиновка, Джанкойский р-н
37733;Калиновка, Ленинский р-н
51971;Калиновка, Черноморский р-н
15755;Каменоломня, Сакский городской округ
39495;Камышинка, Симферопольский р-н
39424;Камышлы, Севастополь
38296;Камышное, Раздольненский р-н
39301;Карасёвка, Белогорский р-н
38824;Карповка
38062;Карьерное
38843;Кацивели
16514;Кача, Севастопольский р-н
38343;Каштановка, Первомайский р-н
37274;Каштановое
38002;Каштаны
15254;Керчь
39303;Кизиловка, Белогорский р-н
39425;Кизиловое, Севастополь
16480;Кипарисное
48677;Кирово, Ленинский р-н
15506;Кировское
43042;Кировское, Черноморский р-н
54830;Кирпичное, Белогорский р-н
39249;Кирсановка, Нижнегорский р-н
55577;Кленовка, Симферопольский р-н
38825;Клепинино
38819;Климово
39496;Клиновка, Симферопольский р-н
39220;Ключевое, Кировский р-н
39497;Ключевое, Симферопольский р-н
39498;Ключи, Симферопольский р-н
39250;Коврово, Нижнегорский р-н
16082;Коктебель
38826;Колодезное, Красногвардейский р-н
39229;Коломенское, Советский р-н
15753;Колоски, Сакский городской округ
39426;Колхозное, Севастополь
38066;Кольцово
33513;Кольчугино
39386;Коммунары, Красногвардейский р-н
34443;Комсомольское, гор. округ Симферополь
38373;Кондратьево
39499;Константиновка, Симферопольский р-н
15610;Кореиз, Ялтинский р-н
38344;Кормовое
39230;Корнеевка, Советский р-н
38794;Косточковка
38827;Котельниково
39456;Кочергино, Бахчисарайский р-н
39387;Красная Долина, Красногвардейский р-н
39457;Красная Заря, Бахчисарайский р-н
56649;Красная Зорька, Симферопольский р-н
16104;Красная Поляна
38199;Красная Поляна, Черноморский р-н
39304;Красная Слобода, Белогорский р-н
38358;Красноармейское, Красноперекопский р-н
39221;Красновка, Кировский р-н
15507;Красногвардейское, Красногвардейский р-н
38624;Красногвардейское, Советский р-н
52422;Красногорка
39306;Красногорское, Белогорский р-н
47798;Краснодарка
38829;Краснознаменка
37273;Краснокаменка
38844;Краснокаменка, гор. округ Ялта
15508;Красноперекопск
46928;Красносельское
39308;Красносёловка, Белогорский р-н
38623;Краснофлотское
38202;Красноярское, Черноморский р-н
39458;Красный Мак, Бахчисарайский р-н
51056;Красный Партизан, Красногвардейский р-н
38823;Кремневка
38338;Крестьяновка, Первомайский р-н
39309;Кривцово, Белогорский р-н
38807;Криничное
46075;Кропоткино, Раздольненский р-н
38378;Крымка
23660;Крымская Роза
38067;Крымское
39500;Кубанское, Симферопольский р-н
39459;Кудрино, Бахчисарайский р-н
52620;Кузнецкое, Черноморский р-н
39415;Куйбышево,  гор. округ Ялта
35112;Куйбышево, Бахчисарайский р-н
39251;Кукурузное, Нижнегорский р-н
38208;Кукушкино
42182;Куликовка, Сакский р-н
38297;Кумово, Раздольненский р-н
39252;Кунцево, Нижнегорский р-н
39501;Куприно, Симферопольский р-н
39388;Курганное, Красногвардейский р-н
38808;Курортное, Белогорский р-н
38840;Курортное, гор. округ Феодосия
38809;Курское
16481;Лавровое
39502;Лазаревка, Симферопольский р-н
16482;Лазурное
39232;Лебединка, Советский р-н
32872;Левадки
38339;Левитановка, Первомайский р-н
35192;Лекарственное
15509;Ленино
38820;Ленинское, Красногвардейский р-н
38047;Ленинское, Ленинский р-н
36602;Лесновка
15794;Лесное, ГО Судак
57368;Лесноселье, Симферопольский р-н
38810;Лечебное
49679;Ливадия
39416;Линейное, гор. округ Ялта
38793;Лиственное
38802;Литвиненково
38596;Лобаново
35129;Лозовое
38597;Луганское
39312;Луговое, Белогорский р-н
38049;Луговое, Ленинский р-н
39253;Луговое, Нижнегорский р-н
39254;Лужки, Нижнегорский р-н
39235;Лучевое, Советский р-н
16470;Лучистое
42529;Лушино, Сакский р-н
38611;Льговское
16515;Любимовка, Севастопольский р-н
38349;Магазинка
38861;Мазанка
61782;Майское, Джанкойский р-н
39237;Маковка, Советский р-н
39222;Маковское, Кировский р-н
38332;Максимовка, Раздольненский р-н
38862;Маленькое
39460;Малиновка, Бахчисарайский р-н
39315;Малиновка, Белогорский р-н
39461;Маловидное, Бахчисарайский р-н
39462;Малое Садовое, Бахчисарайский р-н
16473;Малореченское
16478;Малый маяк
39238;Марково, Советский р-н
38598;Мартыновка
38599;Марьино, Джанкойский р-н
38830;Марьяновка
38005;Марьяновка, Красногвардейский р-н
36052;Маслово
38845;Массандра
39223;Матросовка, Кировский р-н
39463;Машино, Бахчисарайский р-н
48400;Маяк, Керчь
38600;Медведевка
37418;Медведево
31712;Межводное
39522;Межгорное, Симферопольский р-н
39317;Межгорье, Белогорский р-н
15790;Междуречье, ГО Судак
39256;Межевое, Нижнегорский р-н
16516;Мекензиевы Горы, Севастопольский р-н
39319;Мелехово, Белогорский р-н
39180;Мелководное, Джанкойский р-н
39320;Мельники, Белогорский р-н
38812;Мельничное, Белогорский р-н
39389;Менделеево, Красногвардейский р-н
15799;Миндальное, ГО Судак
38601;Мирновка
31607;Мирное, Симферопольский р-н
15749;Мирный, Евпаторийский городской округ
38831;Миролюбовка
39321;Мироновка, Белогорский р-н
39390;Мироновка, Красногвардейский р-н
39258;Митрофановка, Нижнегорский р-н
39181;Митюрино, Джанкойский р-н
55811;Митяево, Сакский р-н
38867;Михайловка, Нижнегорский р-н
36527;Михайловка, Сакский р-н
38813;Мичуринское
39464;Многоречье, Бахчисарайский р-н
31898;Молодёжное, Симферопольский р-н
39391;Молочное, Красногвардейский р-н
15751;Молочное, Сакский городской округ
39523;Молочное, Симферопольский р-н
15789;Морское, ГО Судак
39465;Мостовое, Бахчисарайский р-н
39524;Мраморное, Симферопольский р-н
38803;Муромское
38828;Мускатное
39189;Мысовое, Джанкойский р-н
39466;Нагорное, Бахчисарайский р-н
38618;Надежда, Советский р-н
38822;Найденовка
33677;Насыпное
38057;Наташино
31516;Научный
39467;Научный, Бахчисарайский р-н
39392;Нахимово, Красногвардейский р-н
39182;Находка, Джанкойский р-н
39393;Невское, Красногвардейский р-н
39260;Нежинское, Нижнегорский р-н
43641;Некрасовка, Бахчисарайский р-н
38780;Некрасовка, Советский р-н
39326;Некрасово, Белогорский р-н
37761;Некрасово, Красногвардейский р-н
9514;Нижнегорский
16483;Нижнее запрудное
39796;Нижнезаморское
57272;Нижние Орешники, Белогорский р-н
39183;Нижние Отрожки, Джанкойский р-н
39468;Нижняя Голубинка, Бахчисарайский р-н
16469;Нижняя Кутузовка
39184;Низинное, Джанкойский р-н
47734;Низинное, Сакский р-н
38842;Никита
36312;Николаевка, Симферопольский р-н
48326;Николаевка, Советский р-н
38340;Новая Деревня, Первомайский р-н
46098;Новая Жизнь
39469;Новенькое, Бахчисарайский р-н
39328;Новоалександровка, Белогорский р-н
33608;Новоандреевка
39427;Новобобровское, Балаклавский р-н
42273;Нововасильевка, Бахчисарайский р-н
39330;Новогригорьевка, Белогорский р-н
38795;Новогригорьевка, Нижнегорский р-н
39394;Новодолинка, Красногвардейский р-н
39395;Новоекатериновка, Красногвардейский р-н
35265;Новожиловка
39525;Новозбурьевка, Симферопольский р-н
35482;Новоивановка
38359;Новоивановка, Красноперекопский р-н
37751;Новокленово
39188;Новоконстантиновка, Джанкойский р-н
38604;Новокрымское
38050;Новониколаевка, Ленинский р-н
39526;Новониколаевка, Симферопольский р-н
39396;Новоникольское, Красногвардейский р-н
45331;Новоозёрное
38042;Новоотрадное
39470;Новопавловка, Бахчисарайский р-н
38360;Новопавловка, Красноперекопский р-н
38615;Новопокровка, Кировский р-н
38832;Новопокровка, Красногвардейский р-н
35010;Новополье
38863;Новоселовка, Симферопольский р-н
36243;Новоселовское, Раздольненский р-н
35424;Новосельское
59554;Новосельцы, Красногвардейский р-н
39240;Новосёловка, Советский р-н
38605;Новостепное
39471;Новоульяновка, Бахчисарайский р-н
36208;Новофедоровка
39185;Новофёдоровка, Джанкойский р-н
38834;Новоэстония
39527;Новый Мир, Симферопольский р-н
39528;Новый Сад, Симферопольский р-н
15792;Новый Свет, ГО Судак
50686;Обрыв
39332;Овражки, Белогорский р-н
39428;Озерное, Севастопольский р-н
15510;Октябрьское
44830;Октябрьское, Красногвардейский р-н
37272;Октябрьское, Ленинский р-н
38342;Октябрьское, Первомайский р-н
38781;Октябрьское, Советский р-н
37510;Окуневка, Черноморский р-н
38203;Оленевка
38846;Олива
38847;Оползневое
39333;Опытное, Белогорский р-н
39186;Орденоносное, Джанкойский р-н
16081;Орджоникидзе
35422;Орехово
16525;Орлиное, Севастопольский р-н
37437;Орловка, Красногвардейский район
37425;Орловка, Раздольненский р-н
39429;Орловка, Севастопольский р-н
61191;Орловка, Нахимовском р-н
38354;Орловское
16530;Осипенко, Севастопольский р-н
48398;Осовины, Ленинский р-н
38051;Останино
39187;Островское, Джанкойский р-н
38345;Островское, Первомайский р-н
37714;Отважное, Кировский р-н
43642;Отрадное, Бахчисарайский р-н
38848;Отрадное, гор. округ Ялта
39190;Отрадное, Джанкойский р-н
38059;Охотниково
39417;Охотничье, гор. округ Ялта
38796;Охотское
52359;Павловка, Белогорский р-н
39191;Павловка, Джанкойский р-н
39430;Павловка, Севастопольский р-н
15612;Парковое, Ялтинский р-н
16465;Партенит
39418;Партизанское, гор. округ Ялта
38864;Партизанское, Симферопольский р-н
38616;Партизаны
39335;Пасечное, Белогорский р-н
39073;Пахаревка, Джанкойский р-н
37814;Первомайское, Кировский р-н
15511;Первомайское, Первомайский р-н
38865;Первомайское, Симферопольский р-н
15795;Переваловка, ГО Судак
31858;Перевальное
56561;Передовое
38849;Передовое, Балаклавский р-н
39529;Передовое, Симферопольский р-н
38838;Перекоп
39192;Перепёлкино, Джанкойский р-н
24509;Перово
37475;Песчаное
31342;Петровка
39530;Петровка, Симферопольский р-н
38814;Петрово, Белогорский р-н
39531;Петропавловка, Симферопольский р-н
31001;Пионерское
39409;Пионерское, гор. округ Феодосия
39431;Пироговка, Нахимовский р-н
37271;Плодовое
35545;Плотинное
39397;Победино, Красногвардейский р-н
37278;Победное, Джанкойский р-н
62037;Победное, Сакский р-н
39337;Поворотное, Белогорский р-н
39432;Поворотное, Нахимовский р-н
39433;Подгорное 
44231;Пожарское, Симферопольский р-н
52648;Полевое
39398;Пологи, Красногвардейский р-н
38835;Полтавка
39434;Полюшко, Нахимовский р-н
39472;Поляна, Бахчисарайский р-н
15716;Понизовка пгт, Ялтинский р-н
44063;Поповка, Сакский р-н
55377;Почетное, Красноперекопский р-н
34256;Почтовое
38213;Правда
39193;Предмостное, Джанкойский р-н
43643;Предущельное, Бахчисарайский р-н
38194;Прибрежное, Сакский р-н
16474;Приветное, гор. округ Алушта
36803;Приветное, Кировский р-н
36804;Приветное, Сакский р-н
45718;Привольное, Красноперекопский р-н
39533;Привольное, Симферопольский р-н
16080;Приморский
36685;Приозерное
48401;Приозёрное, Ленинский р-н
39243;Присивашное, Советский р-н
39473;Приятное Свидание, Бахчисарайский р-н
39194;Пробуждение, Джанкойский р-н
39408;Прозрачное, Джанкойский р-н
39534;Пролётное, Симферопольский р-н
39339;Пролом, Белогорский р-н
38368;Просторное
39399;Проточное, Красногвардейский р-н
33263;Прохладное
39535;Прудовое, Симферопольский р-н
39224;Пруды, Кировский р-н
38782;Пруды, Советский р-н
39400;Прямое, Красногвардейский р-н
39474;Путиловка, Бахчисарайский р-н
42925;Пушкино, Алуштинский р-н
16484;Пушкино, Красногвардейский р-н
38779;Пушкино, Советский р-н
39341;Пчелиное, Белогорский р-н
39244;Пчельники, Советский р-н
37276;Пшеничное, Нижнегорский р-н
34274;Пшеничное, Первомайский р-н
35441;Пятихатка
38361;Пятихатка, Красноперекопский р-н
38866;Равнополье
39342;Радостное, Белогорский р-н
55956;Раздолье, Симферопольский р-н
15512;Раздольное, Раздольненский р-н
38622;Раздольное, Советский р-н
39262;Разливы, Нижнегорский р-н
39475;Рассадное, Бахчисарайский р-н
39476;Растущее, Бахчисарайский р-н
39435;Резервное, Севастопольский р-н
39477;Репино, Бахчисарайский р-н
39478;Речное, Бахчисарайский р-н
39245;Речное, Советский р-н
38362;Рисовое
39246;Ровенка, Советский р-н
38833;Ровное, Красногвардейский р-н
39401;Рогово, Красногвардейский р-н
39344;Родники, Белогорский р-н
39264;Родники, Нижнегорский р-н
38868;Родниковое село, г. Севастополь
35134;Родниковое, Симферопольский р-н
39436;Родниковское
36928;Родное
39195;Родное, Джанкойский р-н
16467;Розовое
39479;Розовое, Бахчисарайский р-н
15752;Ромашкино, Сакский городской округ
39437;Россошанка, Балаклавский р-н
38377;Рощино
39196;Рубиновка, Джанкойский р-н
38811;Русаковка
39347;Русское, Белогорский р-н
38207;Ручьи
16476;Рыбачье
39197;Рюмшино, Джанкойский р-н
24331;Садовое
15513;Саки
39402;Салгирка, Красногвардейский р-н
43644;Самохвалово, Бахчисарайский р-н
36047;Санаторное
37277;Сары-Баш
16521;Сахарная Головка, Севастопольский р-н
38606;Светлое
43645;Севастьяновка, Бахчисарайский р-н
16522;Северная Сторона, Севастопольский р-н
39348;Северное, Белогорский р-н
50964;Северное, Черноморский р-н
16472;Семидворье
38048;Семисотка, Ленинский р-н
39349;Сенное, Белогорский р-н
38210;Сенокосное
39198;Серноводское, Джанкойский р-н
39265;Серово, Нижнегорский р-н
37379;Сизовка
15611;Симеиз, Ялтинский р-н
39480;Синапное, Бахчисарайский р-н
39351;Синекаменка, Белогорский р-н
36173;Синицыно, Кировский р-н
39481;Сирень, Бахчисарайский р-н
35995;Скалистое
35986;Скворцово
38209;Славное
39199;Славянка, Джанкойский р-н
39200;Славянское, Джанкойский р-н
37724;Славянское, Раздольненский р-н
39268;Сливянка, Нижнегорский р-н
39201;Смежное, Джанкойский р-н
11274;Советский
39202;Советское, Джанкойский р-н
32632;Совхозное
38363;Совхозное, Красноперекопский р-н
39536;Совхозное, Симферопольский р-н
38854;Соколиное
47775;Соколы
37706;Соленое Озеро, Джанкойский р-н
15797;Солнечная Долина, ГО Судак
16477;Солнечногорское
39482;Солнечноселье, Бахчисарайский р-н
16529;Солнечный, Севастопольский р-н
39203;Солонцовое, Джанкойский р-н
42412;Софиевка
39537;Спокойное, Симферопольский р-н
39483;Стальное, Бахчисарайский р-н
38603;Стальное, Джанкойский р-н
24385;Старый Крым
38218;Стахановка
39270;Степановка, Нижнегорский р-н
39410;Степное, гор. округ Феодосия
38348;Степное, Первомайский р-н
36055;Стерегущее
38365;Стефановка
39204;Столбовое, Джанкойский р-н
38195;Столбовое, Сакский р-н
39538;Сторожевое, Симферопольский р-н
39271;Стрепетово, Нижнегорский р-н
34435;Строгановка, Симферопольский р-н
57143;Строгоновка, Симферопольский р-н
43646;Суворово, Бахчисарайский р-н
38837;Суворово, гор. округ Армянск
15754;Суворовское, Сакский городской округ
11432;Судак
39539;Сумское, Симферопольский р-н
38346;Сусанино
39540;Сухоречье, Симферопольский р-н
39484;Счастливое, Бахчисарайский р-н
36911;Табачное
38607;Табачное, Джанкойский р-н
38364;Таврическое
51888;Тамбовка, Нижнегорский р-н
38855;Танковое, Бахчисарайский р-н
39205;Тарасовка, Джанкойский р-н
39273;Тарасовка, Нижнегорский р-н
38850;Тенистое
35541;Тепловка
48274;Терновка, Балаклавский р-н
16526;Терновка, Севастопольский р-н
39541;Тёплое, Симферопольский р-н
39206;Тимирязево, Джанкойский р-н
39207;Тимофеевка, Джанкойский р-н
32015;Токарево, Кировский р-н
39208;Томашевка, Джанкойский р-н
39352;Тополевка, Белогорский р-н
36918;Тополи
39542;Топольное, Симферопольский р-н
57246;Трактовое, Красногвардейский р-н
49665;Трехпрудное
37444;Трудовое, Сакский р-н
37431;Трудовое, Симферопольский р-н
43647;Трудолюбовка, Бахчисарайский р-н
39543;Трудолюбово, Симферопольский р-н
38856;Тургеневка
39353;Тургенево, Белогорский р-н
39209;Тургенево, Джанкойский р-н
39438;Тыловое, Балаклавский р-н
38797;Уваровка
38052;Уварово
35011;Угловое
38836;Удачное
39420;Узловое гор. округ Феодосия
39355;Украинка, Белогорский р-н
34436;Украинка, Симферопольский р-н
37275;Укромное
39356;Ульяновка, Белогорский р-н
39403;Ульяновка, Красногвардейский р-н
32140;Урожайное
38783;Урожайное, Советский р-н
16486;Утёс, гор.окр. Алушта
39358;Учебное, Белогорский р-н
15750;Уютное, Сакский городской округ
50040;Федоровка, Раздольненский р-н
11968;Феодосия
39544;Ферсманово, Симферопольский р-н
39210;Фёдоровка, Джанкойский р-н
38334;Фёдоровка, Раздольненский р-н
38357;Филатовка
34437;Фонтаны, Симферопольский р-н
34105;Форос
39439;Фронтовое, Нахимовский р-н
39440;Фруктовое, Нахимовский р-н
16520;Фруктовое, Севастопольский р-н
31121;Фрунзе
47512;Фрунзе, Нижнегорский р-н
38215;Фрунзе, Первомайский р-н
43648;Фурмановка, Бахчисарайский р-н
39545;Харитоновка, Симферопольский р-н
39359;Хлебное, Белогорский р-н
39211;Хлебное, Джанкойский р-н
39247;Хлебное, Советский р-н
49283;Хмелево
55823;Хмельницкое, Севастополь
39485;Ходжа-Сала, Бахчисарайский р-н
38857;Холмовка
39404;Холмовое, Красногвардейский р-н
47800;Холодовка
44011;Цветково
35539;Цветочное
39275;Цветущее,Нижнегорский р-н
38371;Целинное
16485;Чайка
38602;Чайкино, Джанкойский р-н
49282;Чайкино, Симферопольский р-н
39546;Чайковское, Симферопольский р-н
38621;Чапаевка
39405;Чапаево, Красногвардейский р-н
38053;Челядиново
48402;Челядиново, Ленинский р-н
38196;Червоное, Сакский р-н
39361;Черемисовка, Белогорский р-н
38347;Черново
38784;Черноземное
15514;Черноморское
38804;Чернополье
42216;Чернышево
35640;Чистенькое
35982;Чистополье, Ленинский р-н
38788;Чкалово
39547;Шафранное, Симферопольский р-н
52025;Шахтино
43649;Шевченково, Бахчисарайский р-н
38197;Шелковичное
39277;Широкое, Нижнегорский р-н
16527;Широкое, Севастопольский р-н
38859;Широкое, Симферопольский р-н
34301;Школьное
15756;Штормовое, Сакский городской округ
47799;Шубино
31530;Щебетовка
33071;Щербаково, Красногвардейский р-н
12793;Щёлкино
38293;Южное, Ленинский р-н
48397;Юркино, Ленинский р-н
39362;Яблочное, Белогорский р-н
39364;Яковлевка, Белогорский р-н
12963;Ялта
38818;Янтарное
38366;Яркое Поле, Джанкойский р-н
42217;Яркое Поле, Кировский р-н
38608;Яркое, Джанкойский р-н
39212;Ясное, Джанкойский р-н
38369;Яснополянское
39278;Ястребки, Нижнегорский р-н
39406;Ястребовка, Красногвардейский р-н
39213;Ястребцы, Джанкойский р-н
